landmark_0_x,landmark_0_y,landmark_0_z,landmark_0_v,landmark_7_x,landmark_7_y,landmark_7_z,landmark_7_v,landmark_8_x,landmark_8_y,landmark_8_z,landmark_8_v,landmark_11_x,landmark_11_y,landmark_11_z,landmark_11_v,landmark_12_x,landmark_12_y,landmark_12_z,landmark_12_v,landmark_13_x,landmark_13_y,landmark_13_z,landmark_13_v,landmark_14_x,landmark_14_y,landmark_14_z,landmark_14_v,landmark_23_x,landmark_23_y,landmark_23_z,landmark_23_v,landmark_24_x,landmark_24_y,landmark_24_z,landmark_24_v,label,is_reliable
0.39768561720848083,0.2833710312843323,-0.942136287689209,0.9989510774612427,0.445096880197525,0.2352980226278305,-0.791256844997406,0.9987877011299133,0.3339751660823822,0.24915924668312073,-0.8289318084716797,0.9991204142570496,0.47059041261672974,0.28058528900146484,-0.6090560555458069,0.9996113181114197,0.2939263880252838,0.3213757872581482,-0.5613148212432861,0.998969316482544,0.5194640755653381,0.4422372877597809,-0.4359338879585266,0.6788920164108276,0.2696298658847809,0.45851409435272217,-0.31687694787979126,0.6762582063674927,0.4832839369773865,0.48752492666244507,-0.02971023879945278,0.9986047148704529,0.3889278769493103,0.514922022819519,0.030241873115301132,0.9975685477256775,slouching,True
0.39380067586898804,0.2875577509403229,-1.0586521625518799,0.9990405440330505,0.4461180567741394,0.23312726616859436,-0.8380075693130493,0.9989039897918701,0.3232593834400177,0.250688761472702,-0.9021875262260437,0.9990675449371338,0.5052069425582886,0.38646361231803894,-0.7188402414321899,0.9996452927589417,0.276648610830307,0.3813558518886566,-0.6136471033096313,0.99558424949646,0.6165834069252014,0.6417055130004883,-0.7460667490959167,0.7108727693557739,0.22554127871990204,0.5585759282112122,-0.3841489851474762,0.6929622292518616,0.4950403571128845,0.5889168977737427,-0.02929549291729927,0.9986929893493652,0.39075320959091187,0.6156101226806641,0.02941237762570381,0.997689425945282,slouching,True
0.39253050088882446,0.29684728384017944,-1.0071470737457275,0.9991306662559509,0.4527088701725006,0.23366306722164154,-0.8028914332389832,0.9990112781524658,0.31832680106163025,0.2572769820690155,-0.878217875957489,0.9991021156311035,0.5250721573829651,0.4110555648803711,-0.6891996264457703,0.9996758103370667,0.2649632692337036,0.40160509943962097,-0.6217488646507263,0.9922187924385071,0.6453455686569214,0.6296141743659973,-0.7262000441551208,0.7395099401473999,0.19338160753250122,0.5853679180145264,-0.46486520767211914,0.704862654209137,0.49506115913391113,0.6434798836708069,-0.02672361396253109,0.9987808465957642,0.38179412484169006,0.6618505120277405,0.02668883465230465,0.9975055456161499,slouching,True
0.38725727796554565,0.2982827126979828,-1.0841515064239502,0.9992173314094543,0.4531271457672119,0.2453123927116394,-0.8428577184677124,0.9991099834442139,0.31900984048843384,0.2660455107688904,-0.8744252920150757,0.9991874694824219,0.5317431092262268,0.43747255206108093,-0.7417846322059631,0.9996885657310486,0.2688083350658417,0.4409612715244293,-0.6663440465927124,0.9851376414299011,0.7152868509292603,0.670134425163269,-0.8110896944999695,0.7655210494995117,0.13670672476291656,0.6473134160041809,-0.6832351684570312,0.7316107749938965,0.49953728914260864,0.7272276282310486,-0.02886664867401123,0.9988747239112854,0.37389373779296875,0.744247317314148,0.028442272916436195,0.9973295331001282,slouching,True
0.3873448371887207,0.3021145164966583,-1.0319253206253052,0.9992945194244385,0.4535762369632721,0.2476520538330078,-0.7707201838493347,0.9991984367370605,0.31794875860214233,0.2667405307292938,-0.7969613075256348,0.9992613196372986,0.5345075726509094,0.4365678131580353,-0.7105768918991089,0.9996631741523743,0.26500993967056274,0.44250214099884033,-0.628760039806366,0.9831599593162537,0.7215753197669983,0.6839276552200317,-0.7206825017929077,0.7888547778129578,0.10898604243993759,0.6429588794708252,-0.6810435056686401,0.755912184715271,0.49789518117904663,0.7634947896003723,-0.011130264028906822,0.998693585395813,0.352053701877594,0.7760840058326721,0.010779829695820808,0.996271014213562,slouching,True
0.38782691955566406,0.3016049265861511,-1.099343180656433,0.9993645548820496,0.4579703211784363,0.24785657227039337,-0.838441014289856,0.9992783665657043,0.3186909556388855,0.2653581500053406,-0.8602157831192017,0.999332845211029,0.550600528717041,0.43995586037635803,-0.7187129259109497,0.9996787905693054,0.25613826513290405,0.43674424290657043,-0.6661001443862915,0.9838265776634216,0.727748453617096,0.6907552480697632,-0.7628909945487976,0.8098921775817871,0.10406389087438583,0.6196067333221436,-0.7759110331535339,0.7773900032043457,0.49941492080688477,0.7844027876853943,-0.013966294005513191,0.998620867729187,0.3420814871788025,0.7900013327598572,0.013758333399891853,0.9959675669670105,slouching,True
0.3873046934604645,0.299020916223526,-1.1695960760116577,0.9994267821311951,0.4580237865447998,0.24942559003829956,-0.8981602787971497,0.9993496537208557,0.31899306178092957,0.26599982380867004,-0.9020767211914062,0.999396562576294,0.5592560172080994,0.45854130387306213,-0.7664220333099365,0.9996621012687683,0.255685031414032,0.44934993982315063,-0.6750889420509338,0.9846550226211548,0.7385481595993042,0.7074140906333923,-0.8050435781478882,0.828832745552063,0.09560520946979523,0.6351746916770935,-0.8258339166641235,0.798071563243866,0.49994173645973206,0.8415959477424622,-0.02687256596982479,0.9982990622520447,0.3379461169242859,0.8400329351425171,0.026257246732711792,0.9955729842185974,slouching,True
0.3876771926879883,0.30145150423049927,-1.0980892181396484,0.9994832873344421,0.4611824154853821,0.2517818212509155,-0.8676563501358032,0.9994144439697266,0.3213406205177307,0.2657255530357361,-0.8488640785217285,0.9994557499885559,0.5660708546638489,0.4511864483356476,-0.7330511212348938,0.9996762275695801,0.24848158657550812,0.4471789598464966,-0.6580304503440857,0.9859308004379272,0.7313336730003357,0.6962699294090271,-0.7176048755645752,0.8458042740821838,0.09649188816547394,0.6273705959320068,-0.763964056968689,0.8169211149215698,0.500866711139679,0.8468989729881287,-0.02267345041036606,0.9978838562965393,0.32834023237228394,0.8525083065032959,0.022034907713532448,0.9945846199989319,slouching,True
0.40102043747901917,0.3006201684474945,-1.006455898284912,0.9995347261428833,0.4715152680873871,0.25331494212150574,-0.7574156522750854,0.9994729161262512,0.3214651346206665,0.2678728997707367,-0.7677565813064575,0.9995099306106567,0.566372275352478,0.45328855514526367,-0.6456185579299927,0.9996909499168396,0.24099259078502655,0.44393426179885864,-0.6107672452926636,0.9870625734329224,0.7350529432296753,0.6978736519813538,-0.7139211297035217,0.8609762787818909,0.0775647684931755,0.6477596759796143,-0.7001395225524902,0.8346588611602783,0.5005987286567688,0.8377712965011597,-0.02344660460948944,0.9975661635398865,0.32486456632614136,0.8453704118728638,0.02278759889304638,0.9938521385192871,slouching,True
0.3985916078090668,0.3000251054763794,-0.9467126131057739,0.9995800852775574,0.4723834991455078,0.2530119717121124,-0.7043384313583374,0.9995251893997192,0.3219190537929535,0.2673271894454956,-0.7059356570243835,0.9995575547218323,0.5681049823760986,0.45214447379112244,-0.5897039175033569,0.9996946454048157,0.24595603346824646,0.4473921060562134,-0.5393997430801392,0.987821102142334,0.7228368520736694,0.6839538216590881,-0.6384387016296387,0.8745409846305847,0.08886988461017609,0.6362106800079346,-0.6398457288742065,0.8504144549369812,0.5055463910102844,0.8531428575515747,-0.025100087746977806,0.9970916509628296,0.3315395414829254,0.8685170412063599,0.0245808232575655,0.9925670027732849,slouching,True
